1,1,1.4035e-07,0.000390763
0.928442,0.954545,1.30307e-07,0.000373001
1.15043,1.09091,1.61463e-07,0.000426286
1.48062,1.27272,2.07804e-07,0.000497334
0.644696,0.792872,9.04831e-08,0.000309825
0.582265,0.735279,8.17209e-08,0.00028732
0.514914,0.691063,7.22682e-08,0.000270042
0.504289,0.685364,7.07769e-08,0.000267815
0.512511,0.692875,7.19309e-08,0.00027075
0.543743,0.713314,7.63144e-08,0.000278737
0.625854,0.757094,8.78387e-08,0.000295844
0.536045,0.712852,7.52339e-08,0.000278556
0.599274,0.757018,8.41082e-08,0.000295814
0.729399,0.867931,1.02371e-07,0.000339155
0.683493,0.839827,9.59283e-08,0.000328173
0.592821,0.781216,8.32024e-08,0.00030527
0.542468,0.732893,7.61354e-08,0.000286387
0.524004,0.673282,7.3544e-08,0.000263094
0.526879,0.675275,7.39475e-08,0.000263872
0.533734,0.677268,7.49095e-08,0.000264651
0.470519,0.663663,6.60374e-08,0.000259335
0.460944,0.658752,6.46935e-08,0.000257416
0.483856,0.668528,6.79092e-08,0.000261236
0.461003,0.658802,6.47018e-08,0.000257435
0.461072,0.658874,6.47115e-08,0.000257464
0.563647,0.733882,7.91078e-08,0.000286774
0.739212,0.837737,1.03748e-07,0.000327357
0.527897,0.677285,7.40904e-08,0.000264658
0.296088,0.501403,4.15559e-08,0.00019593
0.298336,0.503778,4.18714e-08,0.000196858
0.309097,0.51479,4.33818e-08,0.000201161
0.292987,0.498216,4.11208e-08,0.000194684
0.294259,0.499517,4.12993e-08,0.000195193
0.292056,0.497259,4.099e-08,0.00019431
0.291426,0.49661,4.09016e-08,0.000194057
0.291426,0.49661,4.09016e-08,0.000194057
0.291424,0.49661,4.09014e-08,0.000194057
0.291424,0.496609,4.09014e-08,0.000194057
0.29183,0.497054,4.09583e-08,0.00019423
0.312405,0.520238,4.3846e-08,0.00020329
0.356372,0.567553,5.00168e-08,0.000221779
0.452059,0.662121,6.34465e-08,0.000258733
0.304475,0.523483,4.27331e-08,0.000204558
0.29922,0.502431,4.19956e-08,0.000196332
0.297959,0.504544,4.18186e-08,0.000197157
0.323971,0.527897,4.54694e-08,0.000206283
0.355531,0.552402,4.98987e-08,0.000215858
0.391541,0.576814,5.49528e-08,0.000225397
0.318021,0.527156,4.46343e-08,0.000205993
0.371244,0.576658,5.21041e-08,0.000225337
0.42685,0.67232,5.99084e-08,0.000262718
0.396199,0.647123,5.56066e-08,0.000252872
0.33549,0.593974,4.70861e-08,0.000232103
0.304558,0.551949,4.27447e-08,0.000215681
0.278934,0.508028,3.91484e-08,0.000198519
0.295965,0.498848,4.15386e-08,0.000194931
0.303129,0.50113,4.25441e-08,0.000195823
0.298051,0.50113,4.18315e-08,0.000195823
0.307338,0.505639,4.31348e-08,0.000197585
0.291463,0.49665,4.09068e-08,0.000194073
0.291663,0.496834,4.0935e-08,0.000194144
0.313862,0.516881,4.40506e-08,0.000201978
0.38468,0.582006,5.39898e-08,0.000227427
0.329779,0.531531,4.62844e-08,0.000207702
0.460961,0.658767,6.46958e-08,0.000257422
0.294547,0.49983,4.13397e-08,0.000195315
0.296773,0.502189,4.16521e-08,0.000196237
0.307551,0.513252,4.31647e-08,0.00020056
0.294277,0.499537,4.13018e-08,0.000195201
0.292987,0.498216,4.11208e-08,0.000194684
0.292056,0.497259,4.099e-08,0.00019431
